#deck column:17
#separator:Semicolon
#notetype:Basic_Image_several_answers
#columns:slide;pregunta;imagen_frontal;respuesta;imagen_respuesta;r1;r2;r3;r4;r5;r6;r7;r8;r9;r10;tags;deck
#tags column:16
#html:true
intro.14;Si tenemos resistencias conectadas en estrella de valor R, ¿cuánto valen las resitencias equivalentes conectadas en triángulo?;  ;3.R;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#intro;G589-G620::Tema 2
intro.15;Si tenemos resistencias conectadas en triángulo de valor R, ¿cuánto valen las resitencias equivalentes conectadas en estrella?;  ;R/3;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#intro;G589-G620::Tema 2
intro.16;¿Cómo se comporta un condensador en régimen permanente alimentado por corriente continua?;  ;Como un circuito abierto;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#intro;G589-G620::Tema 2
intro.17;¿Cómo se comporta una bobina en régimen permanente alimentado por corriente continua?;  ;Como un cortocircuito;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#intro;G589-G620::Tema 2
intro.18;¿Se pueden asociar directamente fuentes de tensión reales en serie?;  ;Sí;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#intro;G589-G620::Tema 2
intro.19;¿Se pueden asociar directamente fuentes de tensión reales en paralelo?;  ;No;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#intro;G589-G620::Tema 2
intro.20;¿Se pueden asociar directamente fuentes de intensidad reales en serie?;  ;No;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#intro;G589-G620::Tema 2
intro.21;¿Se pueden asociar directamente fuentes de intensidad reales en paralelo?;  ;Sí;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#intro;G589-G620::Tema 2
intro.22;Si tenemos una fuente de tensión de valor E con una resistencia en serie de valor R, ¿cuánto vale la fuente de intensidad equivalente?;  ;[latex]$J=\frac{E}{R}$ [/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#intro;G589-G620::Tema 2
intro.23;Si tenemos una fuente de itensidad de valor J con una resistencia en paralelo de valor R, ¿cuánto vale la fuente de tensión equivalente?;  ;[latex]$E=J \cdot R$ [/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#intro;G589-G620::Tema 2
intro.24;Unidad de la energía en electricidad;  ;Wh o kWh o MWh;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#intro;G589-G620::Tema 3
intro.25;¿Cuándo el rendimiento de una fuente puede ser del 100 %?;  ;Cuando la fuente es ideal;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#intro;G589-G620::Tema 3
intro.26;Según el teorema de la máxima transferencia de potencia, ¿qué valor debe tener la resistencia de la red para la fuente suministre la máxima potencia?;  ;[latex]$R_{RED}=R_{FUENTE}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#intro;G589-G620::Tema 3
intro.27;Si una fuente real está conectada a una red y suministra la máxima potencia, ¿qué rendimiento alcanza la fuente?;  ;[latex]$50 \%$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#intro;G589-G620::Tema 3
intro.28;Si una bobilla led de 10 W esta conectada durante un día entero, ¿cuánta energía consume?;  ;240 Wh;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#intro;G589-G620::Tema 3
ca.2;¿Cuál es el valor eficaz de la siguiente señal de corriente alterna? [latex]$v(t)=325.3 \sin(100\pi t+\frac{\pi}{2})$[/latex];  ;230 V;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 5
ca.3;¿Cuál es el valor máximo o de pico de la siguiente señal de corriente alterna?  [latex]$v(t)=325.3 \sin(100\pi t+\frac{\pi}{2})$[/latex];  ;325.3 V;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 5
ca.4;¿Cuál es el valor de la frecuencia de la siguiente señal de corriente alterna? [latex]$v(t)=325.3 \sin(100\pi t+\frac{\pi}{2})$[/latex];  ;50 Hz;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 5
ca.5;¿Cuál es el valor del periodo de la siguiente señal de corriente alterna? [latex]$v(t)=325.3 \sin(100\pi t+\frac{\pi}{2})$[/latex];  ;0.02 s;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 5
ca.6;¿Cuál es el desfae de la siguiente señal de corriente alterna? [latex]$v(t)=325.3 \sin(100\pi t+\frac{\pi}{2})$[/latex];  ;[latex]$\frac{\pi}{2}$[/latex] o [latex]$90 ^\circ$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 5
ca.7;¿Cómo es el desfase entre la tensión y la intensidad en un circuito resistivo puro?;  ;La tensión y la intensidad están en fase;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 5
ca.8;¿Cómo es el desfase entre la tensión y la intensidad en un circuito capacitivo puro?;  ;La intensidad está adelantada 90 º respecto a la tensión;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 5
ca.9;¿Cómo es el desfase entre la tensión y la intensidad en un circuito inductivo puro?;  ;La intensidad está restrasada 90 º respecto a la tensión;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 5
ca.10;¿Cómo se calcula la frecuencia a la que un circuito entra en resonancia?;  ;[latex]$\omega=\frac{1}{\sqrt{LC}}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 5
ca.11;Indica el fasor de esta señal de corriente alterna: [latex]$e_1 (t)=230 \sqrt{2} \sin(100t-\frac{\pi}{3})$[/latex];  ;[latex]$\bar{E_1]=230 \angle -60 ^\circ$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 5
ca.12;¿Cómo se calcula la potencia activa en un circuito de corriente alterna?;  ;[latex]$P=U \cdot I \cdot \cos \varphi$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.12;¿En qué unidades se mide la potencia activa?;  ;W, vatios;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.13;¿Cómo se calcula la potencia reactiva en un circuito de corriente alterna?;  ;[latex]$Q=U \cdot I \cdot \sin \varphi$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.14;¿En qué unidades se mide la potencia reactiva?;  ;var, voltiamperios reactivos;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.15;¿Cómo se calcula la potencia aparente en un circuito de corriente alterna?;  ;[latex]$S=U \cdot I $[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.16;¿En qué unidades se mide la potencia aparente?;  ;VA, voltiamperios;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.17;En un circuito resistivo puro, ¿hay potencia reactiva?;  ;No;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.18;En un circuito capacitivo puro, ¿hay potencia reactiva?;  ;Sí;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.19;En un circuito inductivo puro, ¿hay potencia reactiva?;  ;Sí;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.20;En un circuito resistivo puro, ¿hay potencia activa?;  ;Sí;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.21;En un circuito capacitivo puro, ¿hay potencia activa?;  ;No;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.22;En un circuito indcutivo puro, ¿hay potencia activa?;  ;No;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.23;¿Qué nos indica el factor de potencia de un circuito?;  ;Es un indicador de la eficiencia con la que se realiza el consumo;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.24;¿Cómo se calcula el factor de potencia de un circuito?;  ;[latex]$\cos \varphi=\frac{P}{S}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.25;En una instalación resistivo-inductiva, ¿qué se debería instalar para mejorar el factor de potencia?;  ;Una batería de condensadores;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.26;¿Cuál es el factor de potencia ideal?;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.27;¿Qué elemento se utiliza para medir la potencia activa de un circuito?;  ;Vatímetro;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.28;Si se tienen dos impedancias ([latex]$\bar{Z}$[/latex]) en serie, ¿cuál sería el valor de la impedancia equivalente?;  ;[latex]$2\cdot \bar{Z}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 5
ca.29;Si se tienen dos impedancias ([latex]$\bar{Z}$[/latex]) en paralelo, ¿cuál sería el valor de la impedancia equivalente?;  ;[latex]$\frac{\bar{Z}}{2}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 5
ca.30;Según el diagrama de potencias de la figura de una instalación, ¿qué tipo de instalación sería? Resistiva pura, inductiva pura, capacitiva pura, resistiva-inductiva o resistiva-capacitiva;"<img src=""ca_potencia_res_puro_rm.png"">";Resitiva pura;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.31;Según el diagrama de potencias de la figura de una instalación, ¿qué tipo de instalación sería? Resistiva pura, inductiva pura, capacitiva pura, resistiva-inductiva o resistiva-capacitiva;"<img src=""ca_potencia_ind_puro_rm.png"">";Inductiva pura;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.32;Según el diagrama de potencias de la figura de una instalación, ¿qué tipo de instalación sería? Resistiva pura, inductiva pura, capacitiva pura, resistiva-inductiva o resistiva-capacitiva;"<img src=""ca_potencia_cap_puro_rm.png"">";Capacitiva pura;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.33;Según el diagrama de potencias de la figura de una instalación, ¿qué tipo de instalación sería? Resistiva pura, inductiva pura, capacitiva pura, resistiva-inductiva o resistiva-capacitiva;"<img src=""ca_potencia_res_ind_rm.png"">";Resitiva-inductiva;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
ca.34;Según el diagrama de potencias de la figura de una instalación, ¿qué tipo de instalación sería? Resistiva pura, inductiva pura, capacitiva pura, resistiva-inductiva o resistiva-capacitiva;"<img src=""ca_potencia_res_cap_rm.png"">";Resitiva-capacitiva;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G589-G620::Tema 6
resolucion.1;¿Qué pasos hay que seguir para obtener el circuito equivalente de Thèvenin entre dos puntos?;  ;"1. Obtener la tensión entre los dos puntos mediante el método deseado
2. Obtener la impedancia equivalente del circuito pasivo (cortocircuitar las fuentes de tensión y abrir las fuentes de intensidad).";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#resolucion;G589-G620::Tema 4
resolucion.2;¿Qué pasos hay que seguir para obtener el circuito equivalente de Norton entre dos puntos?;  ;"1. Obtener la intensidad de cortocircuito entre los dos puntos mediante el método deseado
2. Obtener la impedancia equivalente del circuito pasivo (cortocircuitar las fuentes de tensión y abrir las fuentes de intensidad).";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#resolucion;G589-G620::Tema 4
resolucion.3;¿Cómo se relacionan entre sí el Teorema de Thèvenin y el de Norton?;  ;Mediante la equivalencia de fuentes: [latex]$E_{Th}=J_{No}\cdot R$[/latex] siendo [latex]$R_{Th}=R_{No}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#resolucion;G589-G620::Tema 4
resolucion.4;¿Cuándo es útil aplicar el Teorema de Superposición?;  ;Cuando se tiene un circuito con fuentes de diferentes frecuencias;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#resolucion;G589-G620::Tema 4
resolucion.5;Si se aplica superposición en el circuito de la figura, ¿cuántos subcircuitos hay que resolver?;"<img src=""resolucion_superposicion_rm.png"">";4;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#resolucion;G589-G620::Tema 4
resolucion.6;¿Qué pasos hay que seguir para aplicar el Teorema de Superposición?;  ;"1. Resolver tantos subcircuitos como fuentes existan en el circuito
2. Sumar las respuestas para obtener los valores del circuito ";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#resolucion;G589-G620::Tema 4
resolucion.7;En el circuito de la figura aplica el Método de Intensidad de Mallas a la segunda malla empezando por la izquierda;"<img src=""resolucion_superposicion_rm.png"">";[latex]$(R_1+R_2)\cdot I_b-R_1 \cdot I_a=E_2-U_{J1}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#resolucion;G589-G620::Tema 4
trifasica.1;¿Cuál es la secuencia directa de fases en un sistema trifásico?;  ;[latex]$E_{a}, E_{b} y E_{c}$ [/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G589-G620::Tema 7
trifasica.2;¿Cuál es la secuencia inversa de fases en un sistema trifásico?;  ;[latex]$E_{a}, E_{c} y E_{b}$ [/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G589-G620::Tema 7
trifasica.3;¿Cuáles son los desfases en secuencia directa en un sistema trifásico equilibrado?;  ;"[latex]$E_{a}=E\angle0,  E_{b}=E\angle-120,  E_{c}=E\angle120 $[/latex]
";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G589-G620::Tema 7
trifasica.4;¿Cuáles son los desfases en secuencia inversa en un sistema trifásico equilibrado?;  ;[latex]$E_{a}=E\angle0,  E_{b}=E\angle120,  E_{c}=E\angle-120 $[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G589-G620::Tema 7
trifasica.5;¿En un sistema trifásico equilibrado en tensiones la relación del módulo y la fase entre la tensión de línea y la de fase es?;  ;[latex]$ U_{linea}/U_{fase} =\sqrt{3} $[/latex]. Secuencia directa 30 grados en adelanto. Secuencia inversa 30 grados en retraso ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G589-G620::Tema 8
trifasica.6;¿En un sistema trifásico equilibrado la relación del módulo y la fase entre la tensión de línea y la de fase es?;  ;[latex]$ U_{linea}/U_{fase} =\sqrt{3} $[/latex]. Secuencia directa 30 grados en adelanto. Secuencia inversa 30 grados en retraso;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G589-G620::Tema 8
trifasica.7;¿En un sistema trifásico desequilibrado la relación del módulo y la fase entre la tensión de línea y la de fase es?;  ;No existe una relación única y tanto la relación del módulo como la de la fase dependen del desequilibrio existente.;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G589-G620::Tema 8
trifasica.12;¿Cuál es la condición para poder medir la potencia total reactiva en un sistema trifásico utilizando la conexión Aron?;  ;Poseer un sistena trifásico equilibrado;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G589-G620::Tema 10
trifasica.16;La fórmula para calcular el módulo de la potencia aparente en un sistema trifásico equilibrado en función de los valores de fase es:;  ;[latex]$  S=3V_{fase}I_{fase} $[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G589-G620::Tema 10
trifasica.17;La fórmula para calcular el módulo de la potencia aparente en un sistema trifásico equilibrado en función de los valores de línea es:;  ;[latex]$ S=\sqrt{3}V_{linea}I_{linea}  $[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G589-G620::Tema 10
trifasica.18;¿En un generador trifásico equlibrado en estrella la relación entre las tensiones de línea y de fase es?;  ;[latex]$ U_{linea}/U_{fase} =\sqrt{3} $[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G589-G620::Tema 8
trifasica.19;¿En un generador trifásico equlibrado en estrella la relación entre las corrientes de línea y de fase es?;  ;[latex]$  I_{linea}=I_{fase} $[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G589-G620::Tema 8
trifasica.20;¿En un generador trifásico equlibrado en triángulo la relación entre las tensiones de línea y de fase es?;  ;[latex]$ V_{linea}=V_{fase} $[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G589-G620::Tema 8
trifasica.21;¿En un generador trifásico equlibrado en triángulo la relación entre las corrientes de línea y de fase es?;  ;[latex]$ I_{linea}/I_{fase} =\sqrt{3} $[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G589-G620::Tema 8
trifasica.24;¿Cuántos vatímetros es necesario conectar para medir la potencia activa en un circuito trifásico equilibrado a 4 hilos?;  ;3 vatímetros;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G589-G620::Tema 10
trifasica.25;En un sistema trifásico equilibrado a 3 hilos, con dos vatímetros ([latex]$W_a$[/latex] y [latex]$W_b$[/latex]) conectados mediante conexión Aron, ¿cómo se calcularía la potencia activa total?;  ;[latex]$P=W_a + W_b$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G589-G620::Tema 10
trifasica.26;En un sistema trifásico equilibrado a 3 hilos, con dos vatímetros ([latex]$W_a$[/latex] y [latex]$W_b$[/latex]) conectados mediante conexión Aron, ¿cómo se calcularía la potencia reactiva total?;  ;[latex]$Q=\sqrt{3}(W_a - W_b)$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G589-G620::Tema 10
trifasica.27;En un sistema trifásico desequilibrado a 3 hilos, con dos vatímetros ([latex]$W_a$[/latex] y [latex]$W_b$[/latex]) conectados mediante conexión Aron, ¿cómo se calcularía la potencia activa total?;  ;No se puede calcular con esos datos;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G589-G620::Tema 10
trifasica.28;En un sistema trifásico desquilibrado a 3 hilos, con dos vatímetros ([latex]$W_a$[/latex] y [latex]$W_b$[/latex]) conectados mediante conexión Aron, ¿cómo se calcularía la potencia reactiva total?;  ;No se puede calcular con esos datos;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G589-G620::Tema 10
