#deck column:17
#separator:Semicolon
#notetype:Basic_Image_several_answers
#columns:slide;pregunta;imagen_frontal;respuesta;imagen_respuesta;r1;r2;r3;r4;r5;r6;r7;r8;r9;r10;tags;deck
#tags column:16
#html:true
ca.12;¿En qué unidades se mide la potencia activa?;  ;W, vatios;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
ca.13;¿Cómo se calcula la potencia reactiva en un circuito de corriente alterna?;  ;[latex]$Q=U \cdot I \cdot \sin \varphi$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
ca.14;¿En qué unidades se mide la potencia reactiva?;  ;var, voltiamperios reactivos;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
ca.15;¿Cómo se calcula la potencia aparente en un circuito de corriente alterna?;  ;[latex]$S=U \cdot I $[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
ca.16;¿En qué unidades se mide la potencia aparente?;  ;VA, voltiamperios;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
ca.17;En un circuito resistivo puro, ¿hay potencia reactiva?;  ;No;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
ca.18;En un circuito capacitivo puro, ¿hay potencia reactiva?;  ;Sí;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
ca.19;En un circuito inductivo puro, ¿hay potencia reactiva?;  ;Sí;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
ca.20;En un circuito resistivo puro, ¿hay potencia activa?;  ;Sí;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
ca.21;En un circuito capacitivo puro, ¿hay potencia activa?;  ;No;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
ca.22;En un circuito indcutivo puro, ¿hay potencia activa?;  ;No;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
ca.23;¿Qué nos indica el factor de potencia de un circuito?;  ;Es un indicador de la eficiencia con la que se realiza el consumo;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
ca.24;¿Cómo se calcula el factor de potencia de un circuito?;  ;[latex]$\cos \varphi=\frac{P}{S}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
ca.25;En una instalación resistivo-inductiva, ¿qué se debería instalar para mejorar el factor de potencia?;  ;Una batería de condensadores;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
ca.26;¿Cuál es el factor de potencia ideal?;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
ca.27;¿Qué elemento se utiliza para medir la potencia activa de un circuito?;  ;Vatímetro;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
ca.28;Si se tienen dos impedancias ([latex]$\bar{Z}$[/latex]) en serie, ¿cuál sería el valor de la impedancia equivalente?;  ;[latex]$2\cdot \bar{Z}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
ca.29;Si se tienen dos impedancias ([latex]$\bar{Z}$[/latex]) en paralelo, ¿cuál sería el valor de la impedancia equivalente?;  ;[latex]$\frac{\bar{Z}}{2}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
ca.30;Según el diagrama de potencias de la figura de una instalación, ¿qué tipo de instalación sería? Resistiva pura, inductiva pura, capacitiva pura, resistiva-inductiva o resistiva-capacitiva;"<img src=""ca_potencia_res_puro_rm.png"">";Resitiva pura;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
ca.31;Según el diagrama de potencias de la figura de una instalación, ¿qué tipo de instalación sería? Resistiva pura, inductiva pura, capacitiva pura, resistiva-inductiva o resistiva-capacitiva;"<img src=""ca_potencia_ind_puro_rm.png"">";Inductiva pura;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#ca;G822::Tema 2
trifasica.1;¿Cuál es la secuencia directa de fases en un sistema trifásico?;  ;[latex]$E_{a}, E_{b}, E_{c}$ [/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.2;¿Cuál es la secuencia inversa de fases en un sistema trifásico?;  ;[latex]$E_{a}, E_{c} , E_{b}$ [/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.3;¿Cuáles son los desfases en secuencia directa en un sistema trifásico equilibrado?;  ;"[latex]$E_{a}=E\angle0,  E_{b}=E\angle-120,  E_{c}=E\angle120 $[/latex]
";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.4;¿Cuáles son los desfases en secuencia inversa en un sistema trifásico equilibrado?;  ;[latex]$E_{a}=E\angle0,  E_{b}=E\angle120,  E_{c}=E\angle-120 $[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.5;¿En un sistema trifásico equilibrado en tensiones la relación del módulo y la fase entre la tensión de línea y la de fase es?;  ;[latex]$ U_{linea}/U_{fase} =\sqrt{3} $[/latex] Secuencia directa 30 grados en adelanto y secuencia inversa 30 grados en retraso;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.6;¿En un sistema trifásico equilibrado la relación del módulo y la fase entre la tensión de línea y la de fase es?;  ;[latex]$ U_{linea}/U_{fase} =\sqrt{3} $[/latex] Secuencia directa 30 grados en adelanto y secuencia inversa 30 grados en retraso;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.7;¿En un sistema trifásico desequilibrado la relación del módulo y la fase entre la tensión de línea y la de fase es?;  ;No existe una relación única y tanto la relación del módulo como la de la fase dependen del desequilibrio existente.;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.8;¿En qué casos de un sistema trifásico con el receptor en estrella la corriente a través del neutro es cero?;  ;Sistema trifásico a 3 hilos;  ;Sistema trifásico equilibrado a 4 hilos sin impedancia de neutro;Sistema trifásico equilibrado a 4 hilos con impedancia de neutro;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.9;¿En qué casos de un sistema trifásico con el receptor en estrella la tensión de su neutro es cero?;  ;Sistema trifásico equlibrado a 3 hilos;  ;Sistema trifásico a 4 hilos sin impedancia de neutro;Sistema trifásico equilibrado a 4 hilos con impedancia de neutro;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.10;¿Cuál es la condición para poder medir la potencia total activa en un sistema trifásico utilizando la conexión Aron?;  ;[latex]$ \sum i_{n}=0 $[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.11;Usando la conexión Aron, ¿cuál es la relación entre las lecturas de los vatímetros y la potencia total activa del sistema? ¿cómo se conecta dicho vatímetro?;  ;[latex]$ P=W_{a}+W_{b}, P=W_{b}+W_{c} y P=W_{c}+W_{a} $[/latex] (Estando el positivo del voltímetro del vatímetro en la fase de la corriente que pasa por el amperímetro del vatímetro);"<img src=""aag_aron.png"">";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.12;¿Cuál es la condición para poder medir la potencia total reactiva en un sistema trifásico utilizando la conexión Aron?;  ;Poseer un sistena trifásico equilibrado;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.13;Usando la conexión Aron, ¿cuál es la relación entre las lecturas de los vatímetros y la potencia total reactiva del sistema?;  ;[latex]$ Q=\sqrt{3}(W_{a}-W_{b}), Q=\sqrt{3}(W_{b}-W_{c}) y Q=\sqrt{3}(W_{c}-W_{a}) $[/latex] (Estando el positivo del voltímetro del vatímetro en la fase de la corriente que pasa por el amperímetro del vatímetro y el negativo en la fase que no hay conectado un vatímetro)  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.14;¿Cuál es la condición para poder medir la potencia reactiva de una fase en un sistema trifásico utilizando un vatímetro?;  ;Poseer un sistena trifásico equlibrado en tensiones;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.15;Utilizando un vatímetro, ¿cuál es la relación entre la lectura del vatímetro y la potencia reactiva de la fase? ¿cómo se conecta dicho vatímetro?;  ;[latex]$Q=W_{a}/\sqrt{3}, Q=W_{b}/\sqrt{3} y Q=W_{c}/\sqrt{3} $[/latex] (Siguiendo la secuencia AB, BC y CA y siendo el positivo el primer subíndice)  ;"<img src=""aag_reactiva.png"">";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.16;La fórmula para calcular el módulo de la potencia aparente en un sistema trifásico equilibrado en función de los valores de fase es:;  ;[latex]$  S=3V_{fase}I_{fase} $[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.17;La fórmula para calcular el módulo de la potencia aparente en un sistema trifásico equilibrado en función de los valores de línea es:;  ;[latex]$ S=\sqrt{3}V_{linea}I_{linea}  $[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.18;¿En un generador trifásico equlibrado en estrella la relación entre las tensiones de línea y de fase es?;  ;[latex]$ U_{linea}/U_{fase} =\sqrt{3} $[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.19;¿En un generador trifásico equlibrado en estrella la relación entre las corrientes de línea y de fase es?;  ;[latex]$  I_{linea}=I_{fase} $[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.20;¿En un generador trifásico equlibrado en triángulo la relación entre las tensiones de línea y de fase es?;  ;[latex]$ V_{linea}=V_{fase} $[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.21;¿En un generador trifásico equlibrado en triángulo la relación entre las corrientes de línea y de fase es?;  ;[latex]$ I_{linea}/I_{fase} =\sqrt{3} $[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.22;¿Cómo se agrupan las cargas trifásicas equilibradas para resolver circuitos?;  ;Transformando todas las cargas es estrella;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.23;¿Cómo se agrupan las cargas trifásicas desequilibradas para resolver circuitos?;  ;Transformando todas las cargas es triángulo;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.24;¿Cuántos vatímetros son necesarios conectar para medir la potencia activa en un circuito trifásico equilibrado a 4 hilos?;  ;3 vatímetros;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.25;En un sistema trifásico equilibrado a 3 hilos, con dos vatímetros ([latex]$W_a$[/latex]-[latex]$W_b$[/latex]) conectados mediante conexión Aron, ¿cuál es la expresión para calcular la potencia activa total?;  ;[latex]$P=W_a + W_b$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.26;En un sistema trifásico equilibrado a 3 hilos, con dos vatímetros ([latex]$W_a$[/latex]-[latex]$W_b$[/latex]) conectados mediante conexión Aron, ¿cuál es la expresión para calcular la potencia reactiva total?;  ;[latex]$Q=\sqrt{3}(W_a - W_b)$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.27;En un sistema trifásico desequilibrado a 3 hilos, con dos vatímetros ([latex]$W_a$[/latex]-[latex]$W_b$[/latex]) conectados mediante conexión Aron, ¿cuál es la expresión para calcular la potencia activa total?;  ;[latex]$P=W_a + W_b$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.28;En un sistema trifásico desequilibrado a 3 hilos, con dos vatímetros ([latex]$W_a$[/latex]-[latex]$W_b$[/latex]) conectados mediante conexión Aron, ¿cuál es la expresión para calcular la potencia reactiva total?;  ;No se puede calcular con esos datos;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.29;Se posee una fuente de generación en estrella de un parque eólico el cual alimenta a unas cargas desequilibradas pertenecientes a una industria (ver figura). Si el parque eólico nos encarga realizar unas medidas, que es donde conectamos los vatímetros, ¿qué estarán midiendo los vatímetros y cuál serán los valores de las impedancias del neutro?;"<img src=""aag_analizador.png"">";[latex]$Z_N=0,Z_n \neq 0$[/latex] y [latex]$ P_E = \sum W_{n}= P_Z + P_{Z_n} $[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
trifasica.30;Se posee una fuente de generación en estrella de un parque eólico el cual alimenta a unas cargas desequilibradas pertenecientes a una industria (ver figura). Si la industria nos encarga realizar unas medidas, que es donde conectamos los vatímetros, ¿qué estarán midiendo los vatímetros y cuál serán los valores de las impedancias del neutro?;"<img src=""aag_analizador.png"">";[latex]$Z_N \neq 0,Z_n = 0$[/latex] y [latex]$ P_Z = \sum W_{n}= P_E - P_{Z_N}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#trifasica;G822::Tema 3
maquinas.1;¿Cuál es la equivalencia magnética de la ley de ohm?¿A qué hace referencia cada parámetro?;  ;[latex]$\mathcal{F}=\phi R_{e}$[/latex], donde la fuerza magnetomotriz es igual al producto del flujo por la reluctancia;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.2;¿Cuál es la ecuación para el cálculo de la reluctancia en función de la permeabilidad;  ;[latex]$\frac{l}{\mu S}$[/latex] donde [latex]$\mu=\mu_{0}\mu_{r}$[/latex], es decir, el producto de la permeabilidad en el vacío por la permeabilidad del material;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.3;¿En qué unidades se mide el flujo magnético?;  ;El flujo magnético se mide en Weber (Wb);  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.4;¿En qué unidades se mide la reluctancia?;  ;La unidad de la reluctancia es el inverso del Henrio ([latex]${H^{-1}}$[/latex]);  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.5;¿En qué unidades se mide la fuerza magnetomotriz?;  ;La unidad de la fuerza electromotriz es el Amperio vuelta (Av);  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.6;¿Cuál es el valor de la permeabilidad en el vacío?;  ;[latex]$4\pi 10^{-7}\frac{H}{m}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.7;En un circuito magnético de corriente alterna, ¿Cómo afecta al flujo la reluctancia del material del nucleo magnético?;  ;No afecta. En un circuito de corriente alterna entra en juego la ley de Lenz / Faraday y, en consecuencia, el flujo depende solo de la tensión y del número de vueltas. A mayor reluctancia del material, mayor corriente por el circuito eléctrico;"<img src=""flujo_alterna.PNG"">";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.8;En un circuito magnético de corriente continua, ¿Cómo afecta al flujo la reluctancia del material del nucleo magnético?;  ;A mayor reluctancia menor flujo magnético;"<img src=""flujo_continua.PNG"">";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.9;En un transformador, ¿Qué tipo de pérdidas se asocian a un ensayo de vacío?;  ;El ensayo de vacío sirve para determinar las pérdidas en el hierro del transformador;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.10;En un transformador, ¿Qué tipo de pérdidas se asocian a un ensayo de cortocircuito?;  ;El ensayo de cortocircuito sirve para determinar las pérdidas en el cobre del transformador;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.11;En un transformador, ¿Desde qué lado es recomendable realizar el ensayo de vacio? ¿Por qué?;  ;El ensayo de vacío es preferible realizarlo desde el lado de baja tensión. Esto se debe a que, al realizarse a tensión nominal, es más fácil alcanzar la tensión del ensayo. Además, el lado de baja tensión corresponde con el lado de alta corriente, y podremos leer mejor el valor de la intensidad de vacío, de por si baja.;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.12;En un transformador, ¿Desde qué lado es recomendable realizar el ensayo de cortocircuito? ¿Por qué?;  ;El ensayo de cortocircuito es preferible realizarlo desde el lado de alta tensión. Esto se debe a que, al realizarse a corriente nominal, es más fácil alcanzar la corriente del ensayo, pues el lado de alta tensión coincide con el de baja corriente. Además, las tensiones obtenidas son bastante bajas, por lo que podremos leerlas mejor el valor en el lado de baja tensión.;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.13;En un transformador, ¿Cómo se traslada una impedancia del secundario al primario del transformador?;  ;El equivalente desde el primario se consigue multiplicando la impedancia por el cuadrado de la relación de transmisión del transformador;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.14;En un transformador, ¿Cómo se traslada una impedancia del primario al secundario del transformador?;  ;El equivalente desde el secundario se consigue multiplicando la impedancia por el inverso del cuadrado de la relación de transmisión del transformador;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.15;En un transformador, ¿Qué proceso se sigue para realizar un ensayo de vacío?;  ;Se realiza preferentemente desde el lado de BT. Se aumenta la tensión de entrada hasta la nominal y se miden la corriente y la potencia en la entrada. La salida se ha dejado en abierto durante todo el proceso.;"<img src=""ensayo_vacio.PNG"">";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.16;En un transformador, ¿Qué proceso se sigue para realizar un ensayo de cortocircuito?;  ;Se realiza preferentemente desde el lado de AT. Se aumenta la tensión hasta que la corriente coincida con la nominal y se miden tensión y la potencia en la entrada. La salida se mantiene en cortocircuito durante todo el proceso;"<img src=""ensayo_cortocircuito.PNG"">";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.17;¿Qué dice la ley de Lenz/Faraday?;  ;"[latex]$U(t)=-N\frac{\text{d}\phi (t)}{\text{d}t}$[/latex]
Dada una bobina de N espiras arrollada alrededor de un núcleo magnético por el cual circula un flujo magnético, se genera una tensión variable inducida diréctamente proporcional al número de espiras y a la variación del flujo en el tiempo. La tensión puede considerarse una elevación en el sentido de la corriente (signo negativo) o una caida de tensión en el sentido de la corriente (signo positivo) ";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.18;¿En que parte de una máquina de corriente continua se realiza la rectificación de la alterna?;  ;En el colector de delgas;"<img src=""colector_delgas.PNG"">";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.19;¿Qué topología de máquina de corriente continua se caracteriza por alcanzar mucha velocidad con poco par?;  ;Esta es una caracterísitica del motor serie;"<img src=""dc_serie.PNG"">";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.20;¿Qué topología de máquina de corriente continua pierde menos velocidad según se aumenta el par resistente?;  ;Esta es una característica de los motores shunt (derivación). También ocurre en los compound (compuesto);"<imp src=""dc_shunt.PNG"">";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.21;¿Qué factor de conversión hay que aplicar para pasar de radianes por segundo a revoluciones por minuto?;  ;[latex]$n_{1}=\frac{60}{2\pi}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.22;¿Qué le ocurre a la velocidad de una máquina de corriente continua si se reduce la corriente de excitación?;  ;El resultado es que aumenta la velocidad de giro;"<img src=""variacion_velocidad_mcc.PNG"">";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.23;¿Qué factor de conversión hay que aplicar para pasar de revoluciones por minuto a  radianes por segundo?;  ;[latex]$n_{1}=\frac{2\pi}{60}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.24;¿Cómo se calcula la velocidad de sincronismo en una máquina asíncrona?;  ;[latex]$n_{1}=\frac{60f}{p}$[/latex] donde p es el número de PARES de polos;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.25;¿Por qué se denominá así a la máquina asíncrona?;  ;Porque, a diferencia de la síncrona, no gira a la velocidad de sincronismo;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.26;¿En torno a qué valores alcanza el deslizamiento de un motor asíncrono en condiciones nominales?;  ;Valores cercanos a cero;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.27;¿Cómo se puede calcular el deslizamiento en una máquina asíncrona?;  ; [latex]$s=\frac{n_{1}-n}{n_{1}}$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.28;¿Cuántos polos tiene una máquina asíncrona que gira a 2870 rpm en condiciones nominales?;  ;Una máquina asíncrona de dos polos tiene una velocidad de sincronismo de 3000 rpm. Esas 130 rpm de diferencia parecen un valor razonable de deslizamiento en condiciones nominales;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.29;¿Qué aplicación es más apropiada para una máquina asíncrona, generador o motor?;  ;Las máquinas asíncronas se emplean generalmente como motores.;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.30;¿A qué se deben principalemente las pérdidas en el rotor (no en el eje) de una máquina asíncrona?;  ;Se deben a las pérdidas por efecto Joule en el cobre;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.31;¿En qué parte de una máquina asíncrona aparecen principalmente las pérdidas magnéticas del hierro?;  ;En el estator de la máquina;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.32;¿Qué ecuación relaciona la potencia mécanica, el par y la velocidad de giro?;  ;La potencia es directamente proporcional al par y a la velocidad angular (en radianes por segundo) [latex]$P=Mw$[/latex];  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.33;¿Cómo se realiza una conexión en estrella en una máquina asíncrona?;  ;  ;"<img src=""conexion_estrella.PNG"">";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
maquinas.34;¿Cómo se realiza una conexión en triángulo en una máquina asíncrona?;  ;  ;"<img src=""conexion_triangulo.PNG"">";  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;#maquinas;G822::Tema 4
